行番号	単語	ファイル名	開始列番号	文書
1135 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21387	 1	 取得
1136 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21388	 1	 取得
1137 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21389	 1	 取得
1138 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21390	 1	 取得
1139 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21391	 1	 取得
1140 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21392	 1	 取得
1141 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21393	 1	 取得
1142 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21394	 1	 取得
1143 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21395	 1	 取得
1144 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21396	 1	 取得
1145 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21397	 1	 取得
1146 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21398	 1	 取得
1147 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21399	 1	 取得
1148 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21400	 1	 取得
1149 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21401	 1	 取得
1150 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21402	 1	 取得
1151 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21403	 1	 取得
1152 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21404	 1	 取得
1153 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21405	 1	 取得
1154 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21406	 1	 取得
1155 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21407	 1	 取得
1156 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21408	 1	 取得
1157 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21409	 1	 取得
1158 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21410	 1	 取得
1159 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21411	 1	 取得
1160 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21412	 1	 取得
1161 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21413	 1	 取得
1162 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21414	 1	 取得
1163 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21415	 1	 取得
1164 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21416	 1	 取得
1165 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21417	 1	 取得
1166 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21418	 1	 取得
1167 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21419	 1	 取得
1168 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21420	 1	 取得
1169 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21421	 1	 取得
1170 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21422	 1	 取得
1171 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21423	 1	 取得
1172 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21424	 1	 取得
1173 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21425	 1	 取得
1174 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21426	 1	 取得
1175 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21427	 1	 取得
1176 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21428	 1	 取得
1177 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21429	 1	 取得
1178 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21430	 1	 取得
1179 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21431	 1	 取得
1180 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21432	 1	 取得
1181 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21433	 1	 取得
1182 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21434	 1	 取得
1183 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21435	 1	 取得
1184 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21436	 1	 取得
1185 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21437	 1	 取得
1186 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21438	 1	 取得
1187 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21439	 1	 取得
1188 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21440	 1	 取得
1189 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21441	 1	 取得
1190 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21442	 1	 取得
1191 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21443	 1	 取得
1192 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21444	 1	 取得
1193 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21445	 1	 取得
1194 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21446	 1	 取得
1195 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 21448	 30	 112 MB を 3分 32秒 で取得しました (528 kB/s)
1196 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22353	 30	 21.5 kB のアーカイブを取得する必要があります。
1197 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22355	 1	 取得
1198 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22357	 25	 21.5 kB を 0秒 で取得しました (255 kB/s)
1199 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22952	 29	 192 kB のアーカイブを取得する必要があります。
1200 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22954	 1	 取得
1201 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22955	 1	 取得
1202 	 取得	 /home/aine/script-env/ubuntu-16-04-sqlserver-dbeaver/01-log	 22957	 24	 192 kB を 1秒 で取得しました (180 kB/s)
1203 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-man.md	 272	 40	 - 検索条件 検索単語 foundation 取得列を問わない
1204 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-man.md	 278	 40	 - 検索条件 検索単語 foundation 取得列 id
1205 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-man.md	 306	 16	 - 検索条件 取得列catの値がelectronicsである要素を取得
1206 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-man.md	 308	 1	 取得列
1207 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-man.md	 520	 10	 データ取得
1208 	 取得	 /home/aine/script-env/ubuntu-19-10-java-apache_solr-vim/md-dev.md	 109	 39	 - コマンドラインからデータ取得
1209 	 取得	 /home/aine/script-env/ubuntu-16-04-apache_spark-dbeaver/log	 21245	 29	 178 kB のアーカイブを取得する必要があります。
1210 	 取得	 /home/aine/script-env/ubuntu-16-04-apache_spark-dbeaver/log	 21247	 1	 取得
1211 	 取得	 /home/aine/script-env/ubuntu-16-04-apache_spark-dbeaver/log	 21249	 24	 178 kB を 1秒 で取得しました (149 kB/s)
1212 	 取得	 /home/aine/script-env/ubuntu-16-04-postgres-python-vim/log	 21245	 29	 178 kB のアーカイブを取得する必要があります。
1213 	 取得	 /home/aine/script-env/ubuntu-16-04-postgres-python-vim/log	 21247	 1	 取得
1214 	 取得	 /home/aine/script-env/ubuntu-16-04-postgres-python-vim/log	 21249	 24	 178 kB を 1秒 で取得しました (149 kB/s)
1215 	 取得	 /home/aine/script-env/ubuntu-19-10-python-mysql-vim/md-dev.md	 423	 42	 # ということで、ファイルから取得したsqlファイルを実行するように修正
1216 	 取得	 /home/aine/script-env/md-todo.md	 270	 166	 - プロセスId単位でプロセスの起動日時を控える。対象のプロセスidが検索に引っかからないなら、プロセス終了起動時刻を取得。
1217 	 取得	 /home/aine/script-env/md-todo.md	 273	 33	 - ファイルの詳細情報を取得するコマンド。更新頻度出すのに使えそう。
1218 	 取得	 /home/aine/script-env/centos-7-6-18-10-postgres-tclsh-vim/md-man.md	 109	 27	 # データベース一覧取得
1219 	 取得	 /home/aine/script-env/centos-7-6-18-10-postgres-perl-dbeaver/md-man.md	 85	 27	 # データベース一覧取得
1220 	 取得	 /home/aine/script-env/centos-7-6-18-10-postgres-perl-dbeaver/md-man.md	 96	 30	 # 他言語拡張可能一覧取得
1221 	 取得	 /home/aine/script-env/centos-7-6-18-10-postgres-perl-dbeaver/md-man.md	 262	 8	 @INCで取得できたディレクトリ配下にlibperl.soダイナミックリンクファイルが存在することを確認する
1222 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24543	 1	 取得
1223 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24619	 30	 91.5 MB のアーカイブを取得する必要があります。
1224 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24621	 1	 取得
1225 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24622	 1	 取得
1226 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24623	 1	 取得
1227 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24624	 1	 取得
1228 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24625	 1	 取得
1229 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24626	 1	 取得
1230 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24627	 1	 取得
1231 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24628	 1	 取得
1232 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24629	 1	 取得
1233 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24630	 1	 取得
1234 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24631	 1	 取得
1235 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24632	 1	 取得
1236 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24633	 1	 取得
1237 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24634	 1	 取得
1238 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24635	 1	 取得
1239 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24636	 1	 取得
1240 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24637	 1	 取得
1241 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24638	 1	 取得
1242 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24639	 1	 取得
1243 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24640	 1	 取得
1244 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24641	 1	 取得
1245 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24642	 1	 取得
1246 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24643	 1	 取得
1247 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24644	 1	 取得
1248 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24645	 1	 取得
1249 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24646	 1	 取得
1250 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24647	 1	 取得
1251 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24648	 1	 取得
1252 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24649	 1	 取得
1253 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24650	 1	 取得
1254 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24651	 1	 取得
1255 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24652	 1	 取得
1256 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24653	 1	 取得
1257 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24654	 1	 取得
1258 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24655	 1	 取得
1259 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24656	 1	 取得
1260 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24657	 1	 取得
1261 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24658	 1	 取得
1262 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24659	 1	 取得
1263 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24660	 1	 取得
1264 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24661	 1	 取得
1265 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24662	 1	 取得
1266 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24663	 1	 取得
1267 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24664	 1	 取得
1268 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24665	 1	 取得
1269 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24666	 1	 取得
1270 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24667	 1	 取得
1271 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24668	 1	 取得
1272 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24669	 1	 取得
1273 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24670	 1	 取得
1274 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24671	 1	 取得
1275 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24672	 1	 取得
1276 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24673	 1	 取得
1277 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24674	 1	 取得
1278 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24675	 1	 取得
1279 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24676	 1	 取得
1280 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24677	 1	 取得
1281 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24678	 1	 取得
1282 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24679	 1	 取得
1283 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24680	 1	 取得
1284 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24681	 1	 取得
1285 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24682	 1	 取得
1286 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24683	 1	 取得
1287 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24684	 1	 取得
1288 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24685	 1	 取得
1289 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24686	 1	 取得
1290 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24687	 1	 取得
1291 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24688	 1	 取得
1292 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24689	 1	 取得
1293 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24690	 1	 取得
1294 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24691	 1	 取得
1295 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24692	 1	 取得
1296 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24693	 1	 取得
1297 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24694	 1	 取得
1298 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24695	 1	 取得
1299 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24696	 1	 取得
1300 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24697	 1	 取得
1301 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24698	 1	 取得
1302 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24699	 1	 取得
1303 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24700	 1	 取得
1304 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24701	 1	 取得
1305 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24702	 1	 取得
1306 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24703	 1	 取得
1307 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24704	 1	 取得
1308 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24705	 1	 取得
1309 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24706	 1	 取得
1310 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24707	 1	 取得
1311 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24708	 1	 取得
1312 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24709	 1	 取得
1313 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24710	 1	 取得
1314 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24711	 1	 取得
1315 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24712	 1	 取得
1316 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24713	 1	 取得
1317 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24714	 1	 取得
1318 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24715	 1	 取得
1319 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24716	 1	 取得
1320 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24717	 1	 取得
1321 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24718	 1	 取得
1322 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24719	 1	 取得
1323 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24720	 1	 取得
1324 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24721	 1	 取得
1325 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24722	 1	 取得
1326 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24723	 1	 取得
1327 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24724	 1	 取得
1328 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24725	 1	 取得
1329 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24726	 1	 取得
1330 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24727	 1	 取得
1331 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24728	 1	 取得
1332 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24729	 1	 取得
1333 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24730	 1	 取得
1334 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24731	 1	 取得
1335 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24732	 1	 取得
1336 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24733	 1	 取得
1337 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24734	 1	 取得
1338 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24735	 1	 取得
1339 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24736	 1	 取得
1340 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24737	 1	 取得
1341 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24738	 1	 取得
1342 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24739	 1	 取得
1343 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24740	 1	 取得
1344 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24741	 1	 取得
1345 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24742	 1	 取得
1346 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24743	 1	 取得
1347 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24744	 1	 取得
1348 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/log	 24746	 30	 91.5 MB を 3分 7秒 で取得しました (488 kB/s)
1349 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24538	 1	 取得
1350 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24614	 30	 91.5 MB のアーカイブを取得する必要があります。
1351 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24616	 1	 取得
1352 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24617	 1	 取得
1353 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24618	 1	 取得
1354 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24619	 1	 取得
1355 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24620	 1	 取得
1356 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24621	 1	 取得
1357 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24622	 1	 取得
1358 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24623	 1	 取得
1359 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24624	 1	 取得
1360 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24625	 1	 取得
1361 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24626	 1	 取得
1362 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24627	 1	 取得
1363 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24628	 1	 取得
1364 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24629	 1	 取得
1365 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24630	 1	 取得
1366 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24631	 1	 取得
1367 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24632	 1	 取得
1368 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24633	 1	 取得
1369 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24634	 1	 取得
1370 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24635	 1	 取得
1371 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24636	 1	 取得
1372 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24637	 1	 取得
1373 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24638	 1	 取得
1374 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24639	 1	 取得
1375 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24640	 1	 取得
1376 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24641	 1	 取得
1377 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24642	 1	 取得
1378 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24643	 1	 取得
1379 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24644	 1	 取得
1380 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24645	 1	 取得
1381 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24646	 1	 取得
1382 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24647	 1	 取得
1383 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24648	 1	 取得
1384 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24649	 1	 取得
1385 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24650	 1	 取得
1386 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24651	 1	 取得
1387 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24652	 1	 取得
1388 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24653	 1	 取得
1389 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24654	 1	 取得
1390 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24655	 1	 取得
1391 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24656	 1	 取得
1392 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24657	 1	 取得
1393 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24658	 1	 取得
1394 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24659	 1	 取得
1395 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24660	 1	 取得
1396 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24661	 1	 取得
1397 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24662	 1	 取得
1398 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24663	 1	 取得
1399 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24664	 1	 取得
1400 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24665	 1	 取得
1401 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24666	 1	 取得
1402 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24667	 1	 取得
1403 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24668	 1	 取得
1404 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24669	 1	 取得
1405 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24670	 1	 取得
1406 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24671	 1	 取得
1407 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24672	 1	 取得
1408 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24673	 1	 取得
1409 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24674	 1	 取得
1410 	 取得	 /home/aine/script-env/ubuntu-16-04-vim/01-log	 24675	 1	 取得
